182,182,182,Rich and Famous,Drama,1981,George Cukor,Gerald Ayres,117,Jaquet
183,183,183,Buddy Buddy,Comedy,1981,Billy Wilder,Francis Veber,96,Heron Productions
184,184,184,Bustin' Loose,Comedy,1981,Oz Scott,Lonne Elder III,94,Universal Pictures
185,185,185,Modern Romance,Comedy,1981,Albert Brooks,Albert Brooks,93,Columbia Pictures
186,186,186,Heartbeeps,Comedy,1981,Allan Arkush,John Hill,78,Universal Pictures
187,187,187,Back Roads,Adventure,1981,Martin Ritt,Gary DeVore,94,CBS Theatrical Films
188,188,188,Take This Job and Shove It,Comedy,1981,Gus Trikonis,Barry Schneider,100,Cinema Group Ventures
189,189,189,Raggedy Man,Drama,1981,Jack Fisk,William D. Wittliff,94,Universal Pictures
190,190,190,Whose Life Is It Anyway?,Comedy,1981,John Badham,Brian Clark,119,Metro-Goldwyn-Mayer (MGM)
191,191,191,Inchon,Drama,1981,Terence Young,Robin Moore,140,One Way Productions
192,192,192,All Night Long,Comedy,1981,Jean-Claude Tramont,W.D. Richter,87,Universal Pictures
193,193,193,The Pursuit of D.B. Cooper,Adventure,1981,Roger Spottiswoode,J.D. Reed,100,PolyGram Pictures
194,194,194,Rollover,Drama,1981,Alan J. Pakula,Howard Kohn,116,IPC Films
195,195,195,Only When I Laugh,Comedy,1981,Glenn Jordan,Neil Simon,120,Columbia Pictures
196,196,196,Honky Tonk Freeway,Action,1981,John Schlesinger,Edward Clinton,107,EMI Films
197,197,197,Paternity,Comedy,1981,David Steinberg,Charlie Peters,94,Paramount Pictures
198,198,198,King of the Mountain,Action,1981,Noel Nosseck,David Barry,90,PolyGram Pictures
199,199,199,Scream,Horror,1981,Byron Quisenberry,Byron Quisenberry,82,Calendar International Pictures
200,200,200,The Devil and Max Devlin,Comedy,1981,Steven Hilliard Stern,Mary Rodgers,96,Walt Disney Productions
201,201,201,The Amateur,Crime,1981,Charles Jarrott,Robert Littell,112,Balkan Productions
202,202,202,Longshot,Comedy,1981,E.W. Swackhamer,Barry Rosen,100,Greentree
203,203,203,Comin' at Ya!,Western,1981,Ferdinando Baldi,Wolfe Lowenthal,91,Lupo-Anthony-Quintano Productions
204,204,204,Le Pont du Nord,Adventure,1981,Jacques Rivette,Bulle Ogier,129,Les Films du Losange
205,205,205,Silence of the North,Drama,1981,Allan King,Olive Frederickson,94,Universal Pictures
206,206,206,Fast Times at Ridgemont High,Comedy,1982,Amy Heckerling,Cameron Crowe,90,Universal Pictures
207,207,207,Blade Runner,Action,1982,Ridley Scott,Hampton Fancher,117,The Ladd Company
208,208,208,The Thing,Horror,1982,John Carpenter,Bill Lancaster,109,Universal Pictures
209,209,209,Conan the Barbarian,Action,1982,John Milius,Robert E. Howard,129,Universal Pictures
210,210,210,E.T. the Extra-Terrestrial,Family,1982,Steven Spielberg,Melissa Mathison,115,Universal Pictures
211,211,211,First Blood,Action,1982,Ted Kotcheff,David Morrell,93,Anabasis N.V.
212,212,212,An Officer and a Gentleman,Drama,1982,Taylor Hackford,Douglas Day Stewart,124,Lorimar Film Entertainment
213,213,213,Grease 2,Comedy,1982,Patricia Birch,Ken Finkleman,115,Paramount Pictures
214,214,214,Annie,Comedy,1982,John Huston,Carol Sobieski,127,Columbia Pictures
215,215,215,Poltergeist,Horror,1982,Tobe Hooper,Steven Spielberg,114,Metro-Goldwyn-Mayer (MGM)
216,216,216,48 Hrs.,Action,1982,Walter Hill,Roger Spottiswoode,96,Paramount Pictures
217,217,217,Star Trek II: The Wrath of Khan,Action,1982,Nicholas Meyer,Gene Roddenberry,113,Paramount Pictures
218,218,218,Paradise,Adventure,1982,Stuart Gillard,Stuart Gillard,100,Embassy Pictures
219,219,219,The Last American Virgin,Comedy,1982,Boaz Davidson,Boaz Davidson,92,Cannon Group
