560,Tim Matheson
561,Goldie Hawn
562,Rae Dawn Chong
563,Cameron Dye
564,Lucinda Dickey
565,Bill Murray
566,James Garner
567,Robin Williams
568,Shô Kosugi
569,David Carradine
570,Charles Bronson
571,Teri Garr
572,Lisa Blount
573,Nick Nolte
574,Avtandil Makharadze
575,Mel Gibson
576,Gregory Harrison
577,Howard E. Rollins Jr.
578,Bill Paterson
579,Richard Mulligan
580,Tom Selleck
581,Ryan O'Neal
582,Clint Eastwood
583,Albert Finney
584,Timothy Hutton
585,Kris Kristofferson
586,Diane Keaton
587,Tab Hunter
588,Michael Zorek
589,Rob Lowe
590,Steven Bauer
591,Joe Morton
592,Jon Cryer
593,Woody Allen
594,Dudley Moore
595,Dudley Moore
596,Goldie Hawn
597,Robert Ginty
598,JoBeth Williams
599,Steve Martin
600,Geneviève Bujold
601,Judd Nelson
602,Pascale Ogier
603,Dudley Moore
604,Tim Matheson
605,Diane Keaton
606,Anne Bancroft
607,Jessica Lange
608,Cheech Marin
609,Ken Wahl
610,Paul McCartney
611,Willie Nelson
612,Michael O'Keefe
613,Christopher Reeve
614,Lorenzo Lamas
615,Tommy Lee Jones
616,Kristy McNichol
617,Karen Allen
618,Donald Sutherland
619,Margarita Lozano
620,Gene Hackman
621,Debra Winger
622,Richard Dreyfuss
623,Michael Palin
624,Robert Hays
625,George Burns
626,Liv Ullmann
627,Cynthia Dale
628,Peter Coyote
629,John Hurt
630,Louis Ducreux
631,Jack Lemmon
632,John Shea
633,Greg Bradford
634,Gary Busey
635,Patrick Houser
636,Elliott Gould
637,Steve Bisley
638,Christopher Plummer
639,Reece Dinsdale
640,Brooke Adams
641,Danielle Romeo
642,Nick Mancuso
643,Guy Marchand
644,Anthony Michael Hall
645,Sean Astin
646,Michael J. Fox
647,William Petersen
648,Eileen Brennan
649,Emilio Estevez
650,Don Ameche
651,Sylvester Stallone
652,Cher
653,Tom Cruise
654,Clu Gulager
655,Demi Moore
656,Jonathan Pryce
657,Clint Eastwood
658,Michael J. Fox
659,Val Kilmer
660,Arnold Schwarzenegger
661,Harrison Ford
662,Danny Glover
663,Kevin Kline
664,Sylvester Stallone
665,John Cusack
666,Tatsuya Nakadai
667,Matthew Broderick
668,Maggie Smith
669,Arnold Schwarzenegger
670,Chris Sarandon
671,Ethan Hawke
672,Rutger Hauer
673,Mel Gibson
674,Griffin Dunne
675,Roger Moore
676,Chevy Chase
677,John Travolta
678,Robert Englund
679,John Candy
680,Steve Railsback
681,Paul Reubens
682,Meryl Streep
683,Lori Cardille
684,Joyce Hyser
685,Chevy Chase
686,Chevy Chase
687,William Katt
688,Steve Guttenberg
689,Grant Bardsley
690,Melanie Kinnaman
691,Jon Voight
692,Jeffrey Combs
693,Richard Pryor
694,Taimak
695,Helen Slater
696,Rosanna Arquette
697,Biff Yeager
698,Matthew Modine
699,Jeff Bridges
700,Dennis Quaid
701,James Spader
702,Tom Hanks
703,Michael Douglas
704,Lauren Hutton
705,Rob Morrow
706,Jackie Chan
707,Jeff Goldblum
708,John Cusack
709,Mikhail Baryshnikov
710,Doug McKeon
711,Gary Busey
712,William Hurt
713,Saeed Jaffrey
714,Nicholas Rowe
715,Treat Williams
716,Dan Monahan
717,Mickey Rourke
718,Jack Nicholson
719,Bruno Lawrence
720,Ken Watanabe
721,Stan Ivar
722,C. Thomas Howell
723,Kurt McKinney
724,Mary Beth Hurt
725,Ken Ogata
726,Michael Douglas
727,Drew Barrymore
728,Sally Field
729,Donald Sutherland
730,Kevin Costner
731,Meredith Salenger
732,Kris Kristofferson
733,Kevin Costner
734,Anthony Edwards
735,Charles Bronson
736,Richard Chamberlain
737,Michael Dudikoff
738,Powers Boothe
739,Michael Caine
740,Timothy Hutton
741,Jeff Goldblum
742,Helen Shaver
743,Lewis Smith
744,Mia Farrow
745,Tom Hanks
746,Anton Glanzelius
747,John Stockwell
748,Jennifer Connelly
749,Stephen Geoffreys
750,Shannon Presby
751,Betsy Russell
752,Chuck Norris
753,Al Pacino
754,Albert Brooks
755,Christopher Lambert
756,John Murray
757,Lesley-Anne Down
758,Sam Shepard
759,William Katt
760,Chuck Norris
761,Louise Lasser
762,Kurt Thomas
763,Jessica Lange
764,Michael O'Keefe
765,Betsy Russell
766,Dudley Moore
767,Emilio Estevez
768,Jane Fonda
769,Tom Berenger
770,James Whitmore
771,Burt Reynolds
772,Sting
773,Mel Smith
774,Raymond Burr
775,Meryl Streep
776,Richard Gere
777,Geraldine Page
778,Chuck Norris
779,Jackie Chan
780,Kurt Russell
781,Timothy Hutton
782,Norma Aleandro
783,Sheila E.
784,John Erwin
785,Sam Waterston
786,Peter O'Toole
787,Chin Tsai
788,Moreno D'E Bartolli
789,Christopher Reeve
790,Joe Colligan
791,Glenn Close
792,Lenore Zann
793,Georgia Engel
794,Richard Farnsworth
795,John Stockwell
796,Gene Hackman
797,Miranda Richardson
798,Michael Caine
799,Mary Steenburgen
800,Susan Dey
801,Daniel Jenkins
802,Anthony Hopkins
803,Ryan O'Neal
804,Timothy Dalton
805,Judge Reinhold
806,Kate Nelligan
807,Coral Browne
808,Gabriel Byrne
809,Steve Guttenberg
810,Vanessa Redgrave
811,Susan Sarandon
812,Bettina Bush
813,Amy Madigan
814,Roland Giraud
815,John Rhys-Davies
816,Mario Van Peebles
817,Gala Videnovic
818,Tatum O'Neal
819,Barry Otto
820,Ed Harris
821,Klaus Maria Brandauer
822,Forrest Tucker
823,Sissy Spacek
824,Walter Matthau
825,Michel Serrault
826,Fionnula Flanagan
827,Glenda Jackson
828,Jack Lemmon
829,Raphael Sbarge
830,Denise Coward
831,Gérard Depardieu
832,James Woods
833,Bruce Dern
834,John Gordon Sinclair
835,Jimmy Keegan
836,Peter Bland
837,Fabienne Babe
838,Jane Snowden
839,Nathalie Baye
840,Kader Boukhanef
841,Barry Jackson
842,Bonnie Bedelia
843,Isabelle Huppert
844,Tom Cruise
845,Sigourney Weaver
846,Wil Wheaton
847,Matthew Broderick
848,Paul Hogan
849,David Bowie
850,Christopher Lambert
851,Kurt Russell
852,Molly Ringwald
853,Charlie Sheen
854,Isabella Rossellini
855,William Petersen
856,Lea Thompson
857,Jeff Goldblum
858,Rick Moranis
859,Harrison Ford
860,Pat Morita
861,Crispin Glover
862,Mickey Rourke
863,Eddie Murphy
864,William Shatner
865,Ally Sheedy
866,Chuck Norris
867,Sean Connery
868,Charlie Sheen
869,Paul Newman
870,Gene Hackman
871,Clint Eastwood
872,Joey Cramer
873,Sylvester Stallone
874,Kathleen Turner
875,Robert De Niro
876,Louise Smith
877,Rob Lowe
878,Steve Martin
879,Emilio Estevez
880,Corey Haim
881,Thom Mathews
882,Tom Hanks
883,Rodney Dangerfield
884,Jean-Hugues Anglade
885,Rob Lowe
886,Dee Wallace
887,Dennis Hopper
888,Louis Gossett Jr.
889,John Cusack
890,Jeffrey Combs
891,Gary Oldman
892,Michael Rooker
893,Bob Hoskins
894,Steve Guttenberg
895,Jason Lively
896,Erland Josephson
897,Rutger Hauer
898,Bart Conner
899,Dom DeLuise
900,Kate Capshaw
901,Arnold Schwarzenegger
902,Mia Farrow
903,Vincent Price
904,Bette Midler
905,Orson Welles
906,Goldie Hawn
907,Michael Moriarty
908,Sean Penn
909,Lucy Deakins
910,Jeff Daniels
911,Meryl Streep
912,Ralph Macchio
913,Daryl Hannah
914,Tracy Camilla Johns
915,Gregory Hines
916,Jeff Bridges
917,C. Thomas Howell
918,Tom Waits
919,JoBeth Williams
920,Michel Piccoli
921,Anthony Perkins
922,Richard Chamberlain
923,Kyôko Koizumi
924,Noam Almaz
925,William Hurt
926,Karen Black
927,Assumpta Serna
928,Nick Nolte
929,Deborah Foreman
930,Dennis Quaid
931,Walter Matthau
932,Richard Gere
933,Helena Bonham Carter
934,Robin Williams
935,Yves Montand
936,Gabriel Byrne
937,John Candy
938,Bryan Brown
939,Brian Kerwin
940,Oliver Reed
941,Danny DeVito
942,Richard Jordan
943,John Lithgow
944,Marc Price
945,Dirk Benedict
946,Whoopi Goldberg
947,Craig Sheffer
948,Michael Keaton
949,David Byrne
950,Peggy Ashcroft
951,Charles Bronson
952,Matthew Labyorteaux
953,Yves Montand
954,Linda Carol
955,Stephen Lang
956,Chris Makepeace
957,Tom Hanks
958,Diane Franklin
959,Kevin Bacon
960,Roy Scheider
961,Tommy Lee Jones
962,Farrah Fawcett
963,David Dukes
964,Gene Wilder
965,Marie Rivière
966,Burt Lancaster
967,Andrew Prine
968,Robin Williams
969,Chuck Norris
970,Daphne Zuniga
971,Todd Allen
972,John Cleese
973,Robert Redford
974,Terence Stamp
975,Richard Pryor
976,Rutger Hauer
977,Mitchell Gaylord
978,Jane Fonda
979,Diane Keaton
980,Prince
981,Colin Friels
982,Sally Kellerman
983,Maruschka Detmers
984,Patsy Kensit
985,Scott Valentine
986,Michael Dudikoff
987,Burt Reynolds
988,Alan Alda
989,Martin Hewitt
990,Anthony Michael Hall
991,Emilio Estevez
992,Sean Penn
993,Richard Gere
994,Ted Danson
995,Michael Schoeffling
996,Deborah Foreman
997,Neil Dickson
998,Sigourney Weaver
999,Tom Hanks
1000,Dominique Michel
1001,James Karen
1002,Nicolas Cage
1003,Blythe Danner
1004,Tim Conway
1005,Pamela Adlon
1006,Marcello Mastroianni
1007,Dexter Gordon
1008,Sissy Spacek
1009,John Bolger
1010,Michael O'Keefe
1011,Bryan Brown
1012,Danny DeVito
1013,Daniel Jordano
1014,Sissy Spacek
1015,Wayne Crawford
1016,Shari Shattuck
1017,Judd Nelson
1018,Jack Lemmon
1019,Scott McGinnis
1020,Gérard Depardieu
1021,Kristy McNichol
1022,John Stockwell
1023,Michael Caine
1024,Maxine Miller
1025,Leon Isaac Kennedy
1026,Mike Norris
1027,Jon Voight
1028,Michael Keaton
1029,Lorenzo Quinteros
1030,Hugh Duncan Bigney Mitchell
1031,Kristina Nehm
1032,Mary Tyler Moore
1033,Donald Sutherland
1034,David Carradine
1035,David Carradine
1036,Julie Andrews
1037,Jonathan Crombie
1038,Victor Love
1039,Derek de Lint
1040,Rosanna Arquette
1041,Dennis Christopher
1042,Leo Fong
1043,Anouk Aimée
1044,Cary Elwes
1045,Jason Patric
1046,Matthew Modine
1047,Arnold Schwarzenegger
1048,Peter Weller
1049,Patrick Swayze
1050,Elisabeth Shue
1051,Kevin Costner
1052,Mel Brooks
1053,Nicolas Cage
1054,Mel Gibson
1055,Adrian Pasdar
1056,Andrew McCarthy
1057,Dolph Lundgren
1058,Michael Douglas
1059,Andrew Robinson
1060,Christian Bale
1061,Kevin Costner
1062,Jack Nicholson
1063,Eric Stoltz
1064,Arnold Schwarzenegger
1065,Debra Winger
1066,Mickey Rourke
1067,Cher
1068,Lorraine Gary
1069,Charlie Sheen
1070,Robin Williams
1071,Heather Langenkamp
1072,Steve Martin
1073,Patrick Dempsey
1074,Goldie Hawn
1075,Eddie Murphy
1076,Christopher Reeve
1077,Michael J. Fox
1078,Richard E. Grant
1079,Bruce Campbell
1080,Mark Harmon
1081,Dennis Quaid
1082,Timothy Dalton
1083,Sylvester Stallone
1084,John Lone
1085,Andrew McCarthy
1086,Tom Selleck
1087,Lou Diamond Phillips
1088,Robert Carradine
1089,Andre Gower
1090,Donald Pleasence
1091,Bruno Ganz
1092,James Wilby
1093,William Hurt
1094,John Lithgow
1095,George Kennedy
1096,Steve Guttenberg
1097,Terry O'Quinn
1098,Robert Sean Leonard
1099,Louise Fletcher
1100,Hume Cronyn
1101,Steve Martin
1102,Dan Aykroyd
1103,Danny DeVito
1104,Rosanna Arquette
1105,Jason Bateman
1106,Diane Keaton
1107,Anne Bancroft
1108,Stephen Dorff
1109,Jim Varney
1110,John Hurt
1111,Anthony Barrile
1112,Melanie Griffith
1113,Kyle MacLachlan
1114,Steve Guttenberg
1115,Mickey Rourke
1116,Ally Sheedy
1117,Kim Basinger
1118,Gaspard Manesse
1119,Siobhan Finneran
1120,Sarah Miles
1121,Charlie Sheen
1122,Warren Beatty
1123,Ryan O'Neal
1124,Richard Dreyfuss
1125,Stéphane Audran
1126,Anthony Newley
1127,Mia Farrow
1128,Marianne Sägebrecht
1129,Matthew Broderick
1130,Casey Siemaszko
1131,David Paul
1132,Matt Adler
1133,Martin Sheen
1134,Arye Gross
1135,Charles Bronson
1136,Lindsay Crouse
1137,Denzel Washington
1138,Scott Glenn
1139,Charles Bronson
1140,Molly Ringwald
1141,Frankie Avalon
1142,Tom Berenger
1143,Cheech Marin
1144,Jack Nicholson
1145,Madonna
1146,Nick Nolte
1147,Chris Cooper
1148,Pelle Hvenegaard
1149,Cher
1150,Michael Caine
1151,Ross Bagdasarian Jr.
1152,Susanna Hoffs
1153,Lisa Schrage
1154,Jon Cryer
1155,Kevin Bacon
1156,Timothy Hutton
1157,James Woods
1158,Michael E. Knight
1159,John Allen Nelson
1160,Jim Belushi
1161,Richard Pryor
1162,Colin Firth
1163,Shelley Long
1164,Dudley Moore
1165,Patrick Swayze
1166,Richard Dreyfuss
1167,Matt Dillon
1168,Michael J. Fox
1169,Lane Smith
1170,Emily Lloyd
1171,Glenn Close
1172,Christopher Reeve
1173,Wil Wheaton
1174,Kelly McGillis
1175,Bette Davis
1176,Gary Oldman
1177,Jim Belushi
1178,Michael Dudikoff
1179,Christine Lahti
1180,Mickey Rourke
1181,Tom Hulce
1182,Michael Biehn
1183,Christopher Lambert
1184,Eric Freeman
1185,Linnea Quigley
1186,Deborah Winters
1187,Catherine Mary Stewart
1188,Whoopi Goldberg
1189,Ellen Barkin
1190,Bill Cosby
1191,Emmanuelle Chaulet
1192,Sarah Miles
1193,David Keith
1194,John Cusack
1195,Robert Townsend
1196,Anjelica Huston
1197,James Caan
1198,Barbra Streisand
1199,Joëlle Miquel
1200,Christopher Lloyd
1201,Martin Short
1202,Ed Harris
1203,Burt Reynolds
1204,John Malkovich
1205,Lori Lethin
1206,Sy Richardson
1207,Shelley Long
1208,Jason Gedrick
1209,Mary Steenburgen
1210,Loren Avedon
1211,Scott Valentine
1212,James Russo
1213,Jodie Foster
1214,Michael Keaton
1215,Jeff Bridges
1216,Julie Walters
1217,Heather Thomas
1218,Charlie Sheen
1219,Derek Jacobi
1220,Noah Taylor
1221,Brian Dennehy
1222,Bill Paxton
1223,Patrick Dempsey
1224,Sally Field
1225,Sergio Rubini
1226,Jason Robards
1227,Jill Clayburgh
1228,Peter Coyote
1229,Darren Robinson
1230,Zelda Rubinstein
1231,Elaine Stritch
1232,Marcello Mastroianni
1233,Whoopi Goldberg
1234,Rod Steiger
1235,Kathleen Turner
1236,Whip Hubley
1237,Eric Stoltz
1238,Judd Nelson
1239,Fred Dryer
1240,Brad Davis
1241,Eddie Deezen
1242,Joanne Woodward
1243,Sally Kirkland
1244,Bruce Willis
1245,Robert De Niro
1246,Alec Baldwin
1247,Tom Hanks
1248,Dustin Hoffman
1249,River Phoenix
1250,Roddy Piper
1251,Val Kilmer
1252,Paul Hogan
1253,Winona Ryder
1254,Eddie Murphy
1255,Bob Hoskins
1256,Annabeth Gish
1257,Mitsuo Iwata
1258,Philippe Noiret
1259,Gene Hackman
1260,Catherine Hicks
1261,Arnold Schwarzenegger
1262,Leslie Nielsen
1263,Dan Aykroyd
1264,Tom Cruise
1265,Hitoshi Takagi
1266,Emilio Estevez
1267,John Cleese
1268,Melanie Griffith
1269,Jean-Claude Van Damme
1270,Willem Dafoe
1271,Michelle Pfeiffer
1272,Pat Hingle
1273,Sylvester Stallone
1274,Kelly McGillis
1275,Glenn Close
1276,Geena Davis
1277,Sonny Bono
1278,Jeremy Irons
1279,Kevin Costner
1280,Jean-Marc Barr
1281,Daniel Day-Lewis
1282,Shawnee Smith
1283,Joey Lawrence
1284,Sherilyn Fenn
1285,Bette Midler
1286,Arnold Schwarzenegger
1287,Robert Englund
1288,William Hurt
1289,John Neville
1290,Grant Cramer
1291,Donald Pleasence
1292,Cassandra Peterson
1293,Christine Ebersole
1294,Steven Seagal
1295,Bill Murray
1296,Clint Eastwood
1297,Keenen Ivory Wayans
1298,Lance Henriksen
1299,Steve Martin
1300,Terry Kiser
1301,Corey Haim
1302,Doug Bradley
1303,Harrison Ford
1304,Sean Penn
1305,Dan Aykroyd
1306,Meryl Streep
1307,Amanda Donohoe
1308,Peter O'Toole
1309,Nicolas Cage
1310,James Karen
1311,Tami Erin
1312,John Cusack
1313,Edward James Olmos
1314,Tom Atkins
1315,Carmen Maura
1316,Kevin Bacon
1317,Bubba Smith
