1420,,344375,United Artists
1421,,10497324,Carolco Pictures
1422,,,Westwind
1423,6000000,1869148,TriStar Pictures
1424,6000000,657446,Metro-Goldwyn-Mayer (MGM)
1425,,1223326,Atlantic Entertainment Group
1426,,1560700,Handful of Dust
1427,,9974446,Hemdale
1428,,,Incorporated Television Company (ITC)
1429,,1348771,Cannon International
1430,,747013,Panorama
1431,8000000,1893139,Paramount Pictures
1432,,5301200,Golan-Globus Productions
1433,13000000,259019,Crescent Moon
1434,5000000,429028,HandMade Films
1435,,771745,British Film Institute (BFI)
1436,6000000,28202109,Touchstone Pictures
1437,,3838793,Warner Bros.
1438,20000000,11444204,Universal Pictures
1439,,,Jolly Russell Productions
1440,12000000,7242035,Twentieth Century Fox
1441,3000000,343786,Front Films
1442,4000000,1267578,Producers Representative Organization
1443,14000000,4764606,Touchstone Pictures
1444,48000000,474171806,Paramount Pictures
1445,17000000,30050028,Silver Pictures
1446,35000000,411508343,Warner Bros.
1447,10000000,40508994,De Laurentiis Entertainment Group (DEG)
1448,,84431625,Gordon Company
1449,16400000,235860116,Touchstone Pictures
1450,40000000,211343479,Walt Disney Pictures
1451,70000000,90000098,Twentieth Century Fox
1452,40000000,332500002,Universal Pictures
1453,6500000,37295445,40 Acres & A Mule Filmworks
1454,18000000,222724172,Walt Disney Pictures
1455,13000000,71079915,Touchstone Pictures
1456,,30218387,Gladden Entertainment
1457,,38956288,Columbia Pictures
1458,1200000,24741667,Outlaw Productions (I)
1459,16000000,93232006,Castle Rock Entertainment
1460,11000000,49797148,Mirage Enterprises
1461,15000000,96759512,TriStar Pictures
1462,11500000,57470138,Paramount Pictures
1463,15000000,79258538,Universal Pictures
1464,37000000,215394738,Columbia Pictures
1465,55000000,63408614,Warner Bros.
1466,14000000,161001698,Ixtlan
1467,18000000,26979166,TriStar Pictures
1468,20000000,126297830,Imagine Entertainment
1469,28000000,227853986,Warner Bros.
1470,27000000,73594646,Warner Bros.
1471,18000000,49101993,Imagine Entertainment
1472,,21515196,Gracie Films
1473,32000000,156167015,Danjaq
1474,,6056912,Paramount Pictures
1475,30000000,60864870,Eddie Murphy Productions
1476,24000000,22099847,White Eagle
1477,,7724701,Allarts
1478,7000000,9094451,New World Pictures
1479,18000000,46908987,TriStar Pictures
1480,22500000,18671317,Art Linson Productions
1481,18000000,10647219,Orion Pictures
1482,,14743391,Ferndale Films
1483,26000000,160188546,Twentieth Century Fox
1484,,11060485,Vision PDG
1485,,793775,Davis Entertainment
1486,6000000,14278900,Carolco Pictures
1487,5000000,6157157,Cinecorp SAC
1488,7500000,296999813,TriStar Pictures
1489,27800000,52210049,Paramount Pictures
1490,,4088140,El Deseo
1491,13800000,27100027,Goldcrest Films International
1492,500000,10166459,Cannon Entertainment
1493,31000000,74134790,Universal Pictures
1494,25000000,15704614,Filmauro
1495,5000000,1700000,The Movie Group
1496,10400000,7825009,Kennedy Miller Productions
1497,1500000,14697005,Kings Road Entertainment
1498,30000000,134212055,Paramount Pictures
1499,18000000,8508843,Weintraub Entertainment Group
1500,7500000,145793296,The Zanuck Company
1501,2500000,4729352,Avenue Pictures
1502,6000000,22168359,New Line Cinema
1503,,5552441,Lightning Pictures
1504,5000000,11642254,Magnum Pictures Inc.
1505,8000000,8143225,Carolco Entertainment
1506,19000000,110879513,Universal Pictures
1507,9000000,19674852,Beco Films
1508,17000000,78247647,Gordon Company
1509,10000000,31906454,Norman Twain Productions
1510,9000000,10161099,Renaissance Films
1511,,12065892,Weintraub Entertainment Group
1512,5000000,14343976,Paramount Pictures
1513,,27843,Trans World Entertainment (TWE)
1514,33000000,1132112,Renn Productions
1515,7000000,8800000,British Screen Productions
1516,13000000,18428904,Gladden Entertainment
1517,5000000,16554699,Alive Films
1518,12000000,15942628,Lorimar Film Entertainment
1519,,38903179,Brooksfilms
1520,,15351421,Orion Pictures
1521,2800000,1544973,JVC Entertainment Networks
1522,22000000,19131246,Touchstone Pictures
1523,11987578,444055,Vestron Pictures
1524,10000000,2777280,David Foster Productions
1525,8000000,39450960,Universal Pictures
1526,5000000,1919653,Allied Vision
1527,,1932642,KB Erik the Viking
1528,19000000,18254702,Jack Rollins & Charles H. Joffe Productions
1529,,20047604,Interscope Communications
1530,18000000,4973285,Alleged Productions
1531,,3960327,Crescent Film Enterprises
1532,4000000,283694,Incorporated Television Company (ITC)
1533,,6291444,Elrina Investment
1534,,5777099,First Millenium Partnership
1535,16000000,16278590,TriStar Pictures
1536,15000000,28890240,Universal Pictures
1537,,1730005,Allied Filmmakers
1538,35000000,1368000,TMS Entertainment
1539,5000000,3416846,Golan-Globus Productions
1540,,13741060,Orion Pictures
1541,15000000,10763469,Touchstone Pictures
1542,13000000,22026369,Paramount Pictures
1543,10000000,2692037,TriStar Pictures
1544,4000000,192816,Lightyear Entertainment
1545,,4611062,Metro-Goldwyn-Mayer (MGM)
1546,20000000,10555348,Paramount Pictures
1547,20000000,7237794,Carolco Pictures
1548,,10982364,TriStar Pictures
1549,,4557214,A&M Films
1550,30000000,3563162,Paramount Pictures
1551,12000000,11567217,Warner Bros.
1552,,18699037,Warner Bros.
1553,,882290,Kings Road Entertainment
1554,19000000,12143484,Malpaso Productions
1555,15000000,40586886,Touchstone Pictures
1556,10000000,1272977,Empire Pictures
1557,8000000,16093651,New Line Cinema
1558,,12195695,TriStar Pictures
1559,2500000,,Larco Productions
1560,,259486,Hemdale
1561,1500000,1519796,Incorporated Television Company (ITC)
1562,,536508,Scotti Brothers Pictures (I)
1563,5000000,117463,Aspen Film Society
1564,3000000,870532,Great American Films Limited Partnership
1565,,2049769,Kings Road Entertainment
1566,19000000,27503037,Amblin Entertainment
1567,18000000,3077361,Canadian International Studios VIII
1568,,418053,HandMade Films
1569,,4347648,Gary Sherman Productions
1570,,294266,Braunstein and Hamady Productions
1571,3000000,4609953,American Playhouse
1572,,3299382,Filmation Associates
1573,8000000,1097333,
1574,,9114702,Beco Films
1575,9000000,3766879,Davros Films
1576,,3953745,21st Century Film Corporation
1577,,169203,Paramount Pictures
1578,,408839,Nova International Films
1579,75000,,Action Features
1580,,8742750,Columbia Pictures
1581,3000000,1738897,Sean S. Cunningham Films
1582,,510712,London Weekend Television (LWT)
1583,2300000,792966,Lorimar Film Entertainment
1584,14500000,8125592,Lorimar Film Entertainment
1585,,6263883,Carolco Pictures
1586,8500000,11604598,Hill/Rosenman
1587,,,Bandai Media Department
1588,16000000,9015164,Morgan Creek Entertainment
1589,11500000,2260616,TriStar Pictures
1590,,938562,Arenafilm
1591,,4299023,Weintraub Entertainment Group
1592,,1852655,Corsair Pictures
1593,,201468,Initial Film and Television
1594,,1089000,FM Entertainment
1595,,1247946,
1596,,1601612,Max Films Productions
1597,,2043889,Koch Company
1598,3000000,76325,High Bar Productions
1599,,7723506,Kouf/Bigelow Productions
1600,,463972,TriStar Pictures
1601,5000000,,Metro-Goldwyn-Mayer (MGM)
1602,,,Budapest Stúdió Vállalat
1603,,2156471,North Street Films
1604,,858591,Concorde Pictures
1605,20000000,2420917,Cine Location Services
1606,,4795009,Lorimar Film Entertainment
1607,,,Trans World Entertainment (TWE)
1608,14000000,5932613,Columbia Pictures
1609,18000000,3531971,Warner Bros.
1610,,2023282,Castle Rock Entertainment
1611,9500000,7754571,Morgan Creek Entertainment
1612,,902152,Breton Film Productions
1613,17000000,3560932,Columbia Pictures
1614,,3690328,A&M Films
1615,,,Allied Vision
1616,16000000,67878,AM/PM Entertainment
1617,10000000,1642239,Twentieth Century Fox
1618,,,Gibraltar Entertainment
1619,34000000,3574256,Columbia Pictures
1620,4000000,6985999,Cinetel Films
1621,5000000,8153677,Silver Screen Partners III
1622,,1417030,Cinéa
1623,,18587135,Cineplex Odeon Films
1624,,1776440,Ciné Valse
1625,,960385,Management Company Entertainment Group (MCEG)
1626,10000000,3169719,Aaron Russo Entertainment
1627,,1869417,Lorimar Film Entertainment
1628,4000000,43671,American Playhouse Theatrical Films
1629,,363561,Troma Entertainment
1630,,,Breton Film Productions
1631,,4348025,
1632,,,Double Helix Films
1633,,129778,Edward R. Pressman Productions
1634,,337812,Epic Productions
1635,,1316495,Paulist Pictures
1636,,,Charlie Mopic
1637,,574080,Bayerischer Rundfunk (BR)
1638,,1354268,United Artists
1639,,5368865,Lorimar Film Entertainment
1640,,216373,Curzon Films
1641,9000000,3473905,Lightyear Entertainment
1642,6000000,1877618,Act III Communications
1643,,862551,Silverman Entertainment
1644,25000000,46963277,Warner Bros.
1645,54000000,136861392,Paramount Pictures
1646,65000000,261317921,Carolco Pictures
1647,14000000,463406268,Touchstone Pictures
1648,18000000,476684675,Hughes Entertainment
1649,22000000,505703557,Paramount Pictures
1650,22000000,424208848,Tig Productions
1651,11000000,16667084,Universal Pictures
1652,70000000,240031274,Twentieth Century Fox
1653,20000000,61276872,Castle Rock Entertainment
1654,15000000,201957688,Universal Pictures
1655,47000000,15691192,Warner Bros.
1656,13500000,201965915,888 Productions
1657,20000000,86024005,Twentieth Century Fox
1658,30000000,200512643,Paramount Pictures
1659,47000000,162738726,Touchstone Pictures
1660,31000000,52096475,Columbia Pictures
1661,,4960385,Bioskop Film
1662,9500000,14561425,PolyGram Filmed Entertainment
1663,35000000,57120318,Davis Entertainment
1664,25000000,45681173,Orion Pictures
1665,,10360553,Lorimar Film Entertainment
1666,25000000,26118851,Carolco Pictures
1667,40000000,245077583,Universal Pictures
1668,14000000,48878502,Renaissance Pictures
1669,13000000,1293976,Orion Pictures
1670,11000000,8266343,Universal Pictures
1671,22000000,221303188,Warner Bros.
1672,22000000,53208180,Hollywood Pictures
1673,60000000,157920733,Don Simpson/Jerry Bruckheimer Films
1674,5300000,2554476,Reteitalia
1675,50000000,41482207,Warner Bros.
1676,42000000,119946358,United Artists
1677,20000000,44143410,Morgan Creek Entertainment
1678,14000000,5080409,Circle Films
1679,22000000,15645616,New World Pictures
1680,,13985225,Castle Rock Entertainment
1681,,5017971,Gaumont
1682,20000000,35419397,Orion Pictures
1683,13000000,35763605,Universal Pictures
1684,25000000,39404261,Warner Bros.
1685,23000,1228108,Detour Filmproduction
1686,26000000,61489265,Columbia Pictures
1687,,3106052,In-Gear Film
1688,,39024251,Morgan Creek Entertainment
1689,20000000,21413105,Pathé Entertainment
1690,11000000,8862354,Morgan Creek Entertainment
1691,19000000,10005969,88 Productions
1692,6000000,24271196,Imperial Entertainment Corporation
1693,15000000,27734391,Paramount Pictures
1694,,71609321,Touchstone Pictures
1695,10000000,72270891,Universal Pictures
1696,,13446769,Cineplex Odeon Films
1697,,23591472,Hawn / Sylbert Movie Company
1698,30000000,27931461,Silver Screen Partners IV
1699,2500000,26385627,"Jackson/McHenry Company,The"
1700,38000000,153518974,Paramount Pictures
1701,4200000,5835247,21st Century Film Corporation
1702,18000000,44926706,Morgan Creek Entertainment
1703,22000000,39071603,Columbia Pictures
1704,,23472449,Universal Pictures
1705,10000000,47410827,Warner Bros.
1706,,11541758,New Line Cinema
1707,,20710451,Icon Productions
1708,36000000,17373527,Warner Bros.
1709,,16247964,Epic Productions
1710,2000000,5765562,Nicolas Entertainment
1711,,15445131,Sovereign Pictures
1712,2500000,205068,Levins-Henenlotter
1713,18000000,1911542,Cinehaus
1714,20000000,138697012,Universal Pictures
1715,23000000,27441977,Enigma Productions
1716,20000000,21413502,Twentieth Century Fox
1717,12000000,57968936,Victor & Grais
1718,350000,1242995,Concorde Pictures
1719,12000000,2970161,Warner Bros.
1720,35000000,33461269,Carolco Pictures
1721,,16186793,Chestnut Hill Productions
1722,5200000,2459895,Lightning Pictures
1723,4000000,16853487,Cannon Films
1724,,17487531,Universal Pictures
1725,,,Kanun parvaresh fekri
1726,15000000,15260154,Devoted Productions
1727,1500000,5728953,Palace Pictures
1728,20000000,15379253,Laurence Mark Productions
1729,12000000,21460601,TriStar Pictures
1730,,8217997,Lightning Pictures
1731,,2060847,Fugitive TV Productions
1732,20000000,25069101,Orion Pictures
1733,10500000,11582891,Paramount Pictures
1734,25000000,2075084,Recorded Picture Company (RPC)
1735,7000000,4348368,Vision PDG
1736,,1244381,Erre Produzioni
1737,10000000,16153593,Universal Pictures
1738,,3989297,Incorporated Television Company (ITC)
1739,7000000,12626043,Epic Productions
1740,,47789074,TriStar Pictures
1741,,739104,Brandenberg
1742,3500000,16324573,Paramount Pictures
1743,10000000,21633874,Warner Bros.
1744,12500000,29888235,Touchstone Pictures
1745,230000,2960492,Westerly Films
1746,,5575738,Bayerischer Rundfunk (BR)
1747,,5822041,Caméra One
1748,25000000,6939946,Ironbark Films
1749,19000000,1372350,Recorded Picture Company (RPC)
1750,,1554742,British Broadcasting Corporation (BBC)
1751,40000000,9645440,Mirage Enterprises
1752,,18115724,Disney Television Animation
1753,21800000,22997992,Pathé Entertainment
1754,,1516414,British Screen Productions
1755,,20305841,Hanna-Barbera Productions
1756,24000000,2319124,Malpaso Productions
1757,20000000,15779578,TriStar Pictures
1758,,10873237,Carolco Pictures
1759,,27627310,Orion Pictures
1760,,20005435,Hollywood Pictures
1761,,2268181,Cine-Source
1762,,17037887,Universal Pictures
1763,,1382462,Carolco Pictures
1764,22000000,14760451,Nova International Films
1765,,9888167,Tristes Tropiques
1766,,1494399,Granada Television
1767,,2678414,Avenue Pictures
1768,12000000,7331647,Jack Rollins & Charles H. Joffe Productions
1769,6000000,,Aurora
1770,10000000,22424195,Interscope Communications
1771,,6698361,Cannon Films
1772,18000000,2742912,Dino De Laurentiis Company
1773,,1986433,China Film Co-Production Corporation
1774,4000000,2070871,The Movie Group
1775,2000000,1627955,Concorde Pictures
1776,,1217084,Lambart Productions
1777,9000000,25029569,Silver Screen Partners IV
1778,,,Orion Pictures
1779,,1494969,Concorde Pictures
1780,,4873620,Dave Bell Associates
1781,19000000,4011793,Carolco Pictures
1782,9000000,349618,ADC Films
1783,,7698010,Cineplex Odeon Films
1784,700000,357400,Channel Four Films
1785,,13236513,Paramount Pictures
1786,12000000,3417056,Brigand Films
1787,6700000,1171762,Hemdale
1788,11500000,334748,The Mount Company
1789,,10959015,HandMade Films
1790,,11207891,Regency International Pictures
1791,,1055995,Hibiscus Films
1792,23000000,5820015,Metro-Goldwyn-Mayer (MGM)
1793,,6488114,Paramount Pictures
1794,,6070725,The Geffen Company
1795,,8533973,Epic Productions
1796,,25421633,Universal Pictures
1797,,1382259,New Line Cinema
1798,,1232210,Hemdale
1799,,1745470,Erre Produzioni
1800,3000000,15369573,Silver Screen Partners IV
1801,5000000,485772,Cinemarque Entertainment
1802,,19740070,Touchstone Pictures
1803,,2218579,Bonded Filmworks
1804,,4134992,New Line Cinema
1805,,1730856,Gaumont
1806,,2231274,Belbo Films
1807,,1510053,
1808,,20240128,The Samuel Goldwyn Company
1809,,1823154,21st Century Film Corporation
1810,15000000,5585154,TriStar Pictures
1811,,20554,Compagnie Eric Rohmer (CER)
1812,,1161135,SVS Films
1813,15000000,1106475,Touchstone Pictures
1814,,1436308,David Blocker Productions
1815,,,Bandai Visual Company
1816,10000000,2346150,Pacific Western
1817,,4010647,Gladden Entertainment
1818,,358047,The Cannon Group
1819,6500000,2032973,Vision PDG
1820,17500000,947306,Twentieth Century Fox
1821,,5006,Basilisk Communications
1822,,4263112,Cannon Films
1823,,,Unity Pictures
1824,,1576702,Nouvelles Éditions de Films (NEF)
1825,12000000,1531489,Orion Pictures
1826,,,National Film Board of Canada (NFB)
1827,,11359129,Imagine Films Entertainment
1828,,8141292,Duffy Films
1829,7500000,4562778,Paisley Park Films
1830,,715983,Morgan Creek Entertainment
1831,16000000,17854933,Castle Rock Entertainment
1832,,1224605,Twentieth Century Fox
1833,,2415312,Concorde-New Horizons
1834,,1547867,Concorde-New Horizons
1835,,1305887,Kodiak Films
1836,11000000,1794001,Odyssey
1837,9000000,2544504,Warner Bros.
1838,,,France 3 Cinéma
1839,42000000,,Haruki Kadokawa Films
1840,,59227,Palace Pictures
1841,,774048,Atlas
1842,,2293625,Filmverlag der Autoren
1843,,,Cinephile
1844,102000000,520881154,Carolco Pictures
1845,24000000,83531958,Largo Entertainment
1846,19000000,272742922,Strong Heart/Demme Production
1847,70000000,300854823,Amblin Entertainment
1848,6500000,57529070,Columbia Pictures
1849,35000000,182291969,Amblin Entertainment
1850,,11336986,Hughes Entertainment
1851,30000000,191502426,Orion Pictures
1852,16500000,45456285,Pathé Entertainment
1853,2000000,33616692,Anhelo Producciones
1854,48000000,390493908,Warner Bros.
1855,38000000,34416893,Bill Graham Films
1856,25000000,424967620,Walt Disney Pictures
1857,11000000,119418501,Universal Pictures
1858,40000000,205405498,Warner Bros.
1859,35000000,46704056,Walt Disney Pictures
1860,17000000,59489799,Columbia Pictures
1861,40000000,152368585,Imagine Films Entertainment
1862,20000000,38039850,Nelson Entertainment
1863,,89325780,Touchstone Pictures
1864,27000000,179033791,Castle Rock Entertainment
1865,,25196249,Home Box Office (HBO)
1866,24000000,41895491,TriStar Pictures
1867,,,Golden Harvest Company
1868,19000000,174999005,Twentieth Century Fox
1869,,403056,Pierre Grise Productions
1870,11000000,2807854,Columbia Pictures
1871,43000000,59509925,Geffen Pictures
1872,30000000,96888996,Paramount Pictures
1873,2500000,6401336,New Line Cinema
1874,6788000,13878411,PolyGram Filmed Entertainment
1875,26000000,181096164,Twentieth Century Fox
1876,65000000,17218080,TriStar Pictures
1877,30000000,74787599,Columbia Pictures
1878,9000000,6153939,Circle Films
1879,40000000,8479793,Applied Action
1880,35000000,63707829,Touchstone Pictures
1881,16000000,2641357,Recorded Picture Company (RPC)
1882,25000000,78656813,Golden Harvest Company
1883,23000000,86930411,Paramount Pictures
1884,15000000,30102717,Stone Group Pictures
1885,12000000,14919570,Beacon Communications
1886,,2853801,Metro-Goldwyn-Mayer (MGM)
1887,,2175939,Sidéral Productions
1888,8000000,47624353,Warner Bros.
1889,10000000,15073942,TriStar Pictures
1890,6000000,31347154,Universal Pictures
1891,25000000,43001500,Paramount Pictures
1892,30000000,49114016,TriStar Pictures
1893,20000000,54830779,Warner Bros.
1894,,1794187,Constellation
1895,3500000,2023808,Victor Company of Japan (JVC)
1896,13000000,20560255,Universal Pictures
1897,11000000,34872033,New Line Cinema
1898,35000000,23562716,Joseph S. Vecchio Entertainment
1899,28000000,29679,Films A2
1900,30000000,15556340,Davis-Panzer Productions
1901,17000000,9151887,Stone Group Pictures
1902,,7294835,Walt Disney Pictures
1903,8000000,2275557,Little Tokyo Productions
1904,14000000,43882682,Universal Pictures
1905,23000000,7434726,Krisjair
1906,,14789113,Pathé Entertainment
1907,,16371128,Geffen Pictures
1908,35000000,14587732,Paramount Pictures
1909,15000000,32704700,Universal Pictures
1910,24000000,65595485,Universal Pictures
1911,,21756163,Home Box Office (HBO)
1912,,28862081,Carolco Pictures
1913,17000000,7241350,Metro-Goldwyn-Mayer (MGM)
1914,15000000,38016380,Paramount Pictures
1915,14000000,39673161,Arnold Kopelson Productions
1916,,545825,Nippon Television Network (NTV)
1917,7000000,191125,Columbia Pictures
1918,,40766041,Universal Pictures
1919,13000000,4102526,Brooksfilms
1920,29000000,22773535,Paramount Pictures
1921,,40991329,Twentieth Century Fox
1922,,135893,Film Four International
1923,,2971661,Pressman Film
1924,25000000,36489888,Paramount Pictures
1925,25000000,33691313,Warner Bros.
1926,,1277404,New Line Cinema
1927,13000000,3752428,Gladden Entertainment
1928,18000000,11657385,Goldcrest Films International
1929,13500000,26255594,Paramount Pictures
1930,6000000,1193062,Alive Films
1931,,573904,Vision PDG
1932,14000000,15545943,Beco Films
1933,14000000,34793160,Walt Disney Pictures
1934,23000000,829625,Argos Films
1935,,25092802,Twentieth Century Fox
1936,17000000,4603929,Twentieth Century Fox
1937,22000000,11511031,Capella International
1938,,2603061,ERA International
1939,,6948859,New Line Cinema
1940,,4205000,Movie Partners
1941,23000000,20246790,Universal Pictures
1942,,10405394,Golden Harvest Company
1943,,7788597,Warner Bros.
1944,,9689816,Paramount Pictures
1945,18000000,82264675,Fogwood Films
1946,,394631,Warner Bros.
1947,,1008404,Cheap Date
1948,,4313473,British Screen Productions
1949,,25682090,Warner Bros.
1950,18000000,5546827,Metro-Goldwyn-Mayer (MGM)
1951,,2415396,Kennedy Miller Productions
1952,2000000,,Empire Pictures
1953,,1710057,Canal+
1954,10000000,25010896,Orion Pictures
1955,14000000,2735731,Jack Rollins & Charles H. Joffe Productions
1956,1400000,115103,IRS Media
1957,,8211952,Alliance Communications Corporation
1958,48000000,15565363,Touchstone Pictures
1959,,1015007,Alicéléo
1960,,38120905,Touchstone Pictures
1961,11000000,1059071,Baltimore Pictures
1962,500000,90091,Arena
1963,10000000,6166819,Orion Pictures
1964,,14143280,Touchstone Pictures
1965,,8750400,Twentieth Century Fox
1966,,7308786,Black River Productions
1967,26000000,12454768,Hollywood Pictures
1968,,9804775,Paramount Pictures
1969,250000,787280,Bronze Eye Productions
1970,23000000,52487045,Universal Pictures
1971,,13200170,BBC Films
1972,,4532791,A.M.A. Film
1973,5000000,19438638,"Jackson/McHenry Company,The"
1974,,28738096,Touchstone Pictures
1975,10000000,14061361,Paramount Pictures
1976,,28277918,Interscope Communications
1977,6000000,221295,Carnival Film & Television
1978,,706131,British Screen Productions
1979,10000000,2105078,Siriol Productions
1980,7500000,6266621,Carolco Pictures
1981,,271327,New Line Cinema
1982,,3106559,Paramount Pictures
1983,,1750301,Allarts
1984,17010000,24941969,Hivemind
1985,16400000,21082165,Orion Pictures
1986,,396573,Alliance Entertainment
1987,8000000,18784957,Columbia Pictures
1988,17000000,2865916,TriStar Pictures
1989,40000000,23202444,All Girl Productions
1990,6000000,869325,Les Films 21
1991,,456127,Marble Hall
1992,13000000,5451119,Nelson Entertainment
1993,8000000,10438504,Palace Pictures
1994,,516431,Feature Film Enterprise II
1995,,1250712,Kings Road Entertainment
1996,,11128309,Hollywood Pictures
1997,22000000,11000863,Largo Entertainment
1998,,524668,House & Moorhouse Films
1999,36000000,1345903,The Saul Zaentz Company
2000,20000000,418807,Paramount Pictures
2001,,4076211,C.L.G. Films
2002,15000000,15429177,Universal Pictures
2003,,9480198,Warner Bros.
2004,,2368,DDM Film Corporation
2005,,1403033,Sovereign Pictures
2006,,3089497,Film Par Film
2007,,4654288,Cannon Pictures
2008,10000000,8667684,TriStar Pictures
2009,,612781,Carolco Pictures
2010,10000000,9188150,Paramount Pictures
2011,4000000,11276846,Hollywood Pictures
2012,,1182273,Initial Films
2013,,7683267,Island World
2014,,179469,Australian Film Finance Corporation (AFFC)
2015,,14812144,Paramount Pictures
2016,,2120564,JVC Entertainment Networks
2017,,3547684,Robert Simonds Productions
2018,,1689723,Geechee Girls
2019,16000000,14851083,Cinecom Entertainment Group
2020,,9915,Esperanto Filmoj
2021,19000000,939277,Nelson Entertainment
2022,16000000,4409328,Hollywood Pictures
2023,,18634643,Grand Highway Productions
2024,,1942423,MK2 Productions
2025,18000000,1501785,Pathé Entertainment
2026,,336396,Paramount Pictures
2027,3000000,1345015,Esperanza Films Inc.
2028,,295444,Parallax Pictures
2029,,5136759,Avenue Pictures
2030,6900000,133645,Initial Entertainment Group (IEG)
2031,,516517,Bioskop Film
2032,4000000,259012,Imagine Entertainment
2033,6000000,,Raffaella Productions
2034,,30964,A&M Films
2035,,1159578,Califilm
2036,,193205,Erato Films
2037,14000000,8906823,Castle Rock Entertainment
2038,,1407309,Pedro Costa Producciones Cinematográficas
2039,,626057,Cecchi Gori Group Tiger Cinematografica
2040,,246000,Paramount Pictures
2041,,93292,Numero Uno International
2042,,,Film Par Film
2043,,6413375,New Visions Pictures
2044,1200000,2913644,Live Entertainment
2045,49000000,352927224,Carolco Pictures
2046,6000000,25795897,Candyman Films
2047,11000000,64088552,Twentieth Century Fox
2048,40000000,75505856,Morgan Creek Entertainment
2049,40000000,215862692,American Zoetrope
2050,14400000,159157447,Warner Bros.
2051,41000000,243240178,Columbia Pictures
2052,40000000,132440069,Columbia Pictures
2053,25000000,411006740,Kasdan Pictures
2054,31000000,134095253,Universal Pictures
2055,80000000,266892996,Warner Bros.
2056,10000000,50752337,Avnet/Kerner Productions
2057,28000000,504050219,Walt Disney Pictures
2058,31000000,231605150,Touchstone Pictures
2059,50000000,159814498,Twentieth Century Fox
2060,55000000,149022650,Universal Pictures
2061,60000000,137783840,Imagine Films Entertainment
2062,,62548947,Palace Pictures
2063,,26341736,Merchant Ivory Productions
2064,35000000,156563139,Warner Bros.
2065,8000000,16639799,Image Organization
2066,16000000,48017402,Columbia Pictures
2067,30000000,14110589,Bakshi Animation
2068,12500000,10725228,New Line Cinema
2069,20000000,183097323,Paramount Pictures
2070,11000000,11502976,Dino De Laurentiis Company
2071,12000000,43440294,Allied Filmmakers
2072,10000000,4184990,New Line Cinema
2073,,5471088,Metro-Goldwyn-Mayer (MGM)
2074,,147214049,Universal Pictures
2075,23000000,36299898,StudioCanal
2076,7000000,16624456,Twentieth Century Fox
2077,15000000,30524763,Columbia Pictures
2078,31000000,9493259,Carolco Pictures
2079,,5013090,Films A2
2080,28000000,358994850,Twentieth Century Fox
2081,11700000,88036683,Hollywood Pictures
2082,15000000,2819485,Touchwood Pacific Partners 1
2083,33000000,48169910,Largo International N.V.
2084,45000000,178051587,Mace Neufeld Productions
2085,3000000,242623,WingNut Films
2086,3000000,1829804,New Line Cinema
2087,23000000,105232691,Parkes/Lasker productions
2088,10000000,32100816,Allied Vision
2089,8000000,21706101,Avenue Pictures
2090,7000000,40693477,Encino Man Productions
2091,,90753806,Twentieth Century Fox
2092,35000000,321731527,Warner Bros.
2093,16000000,13086430,Hivemind
2094,7000,2040920,Columbia Pictures
2095,5000000,1862805,Canal+
2096,8000000,17092453,Paramount Pictures
2097,1000000,2038916,Bad Lt. Productions
2098,,18471850,Warner Bros.
2099,24000000,32710894,FAI Films
2100,26000000,94900635,Imagine Entertainment
2101,18000000,14715067,Paramount Pictures
2102,35000000,29302121,Twentieth Century Fox
2103,5000000,20146880,Island World
2104,,7532911,Nouvelles Éditions de Films (NEF)
2105,,127956187,Warner Bros.
2106,,205569,Les Artistes Anonymes
2107,6500000,29000301,Touchstone Pictures
2108,5000000,12534961,Fifth Avenue Entertainment
2109,30000000,13273595,Constantin Film
2110,40000000,58662452,Touchwood Pacific Partners 1
2111,24000000,22518097,Touchstone Pictures
2112,,25105517,Metro-Goldwyn-Mayer (MGM)
2113,15000000,44065653,Warner Bros.
2114,,,Lolafilms
2115,900000,6980986,Fifth Avenue Entertainment
2116,,14796494,Ladybugs
2117,35000000,4651977,Columbia Pictures
2118,,11749595,Beyond Films
2119,12000000,37170057,Pacific Western
2120,4000000,5378172,Adventure Pictures
2121,20000000,9223441,Columbia Pictures
2122,7000000,5430822,Challenge Film Corporation
2123,8000000,3560469,Turner Pictures (I)
2124,43000000,23278931,Baltimore Pictures
2125,,175340,Film Victoria
2126,47000000,7191399,Gaumont
2127,10000000,15164458,Warner Bros.
2128,42000000,131052444,Paramount Pictures
2129,18000000,2827107,Alcor Films
2130,,8403433,Dark Horse Entertainment
2131,,17180393,Gallery Films
2132,40000000,45500797,Hollywood Pictures
2133,25000000,35208854,Castle Rock Entertainment
2134,15000000,22660758,TriStar Pictures
2135,45000000,70611210,Northern Lights Entertainment
2136,20000000,4943279,Warner Bros.
2137,,57138719,Largo Entertainment
2138,30000000,7286388,Universal Pictures
2139,32000000,28590665,Warner Bros.
2140,,1543112,IRS Media
2141,25000000,10736401,Morgan Creek Entertainment
2142,18000000,21591728,Hollywood Pictures
2143,8000000,6739141,Davis Entertainment
2144,18000000,8669847,Ascot Film
2145,14000000,2034470,Home Box Office (HBO)
2146,900000,16270600,Golden Harvest Company
2147,20000000,11390479,Paramount Pictures
2148,,8442162,Hyperion Pictures
2149,40000000,14358033,Warner Bros.
2150,5000000,4058564,British Broadcasting Corporation (BBC)
2151,30000000,17129026,Morgan Creek Entertainment
